SID,Commentaires éventuels (sur le formulaire ou sur votre situation personnelle),Note personnelle,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement),Note enseignement,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche),Note recherche,Pouvez-vous expliquer vos réponses merci ...,Note merci,Totalite des commentaires,Note totalite
15952237,,,trop d heures et pas assez de collègues pour les effectuer,0.63799036,pour l appréciation personnelle sur la recherche il manque j aime toujours faire de la recherche mais la charge d enseignement trop importante est un réel handicap,0.83464694,,,trop d heures et pas assez de collègues pour les effectuer pour l appréciation personnelle sur la recherche il manque j aime toujours faire de la recherche mais la charge d enseignement trop importante est un réel handicap,0.8333972
15952358,,,nombreuses heures complémentaires nécessaires dûes à l augmentation du nombre d étudiants sans évolution du nombre d enseignants impact négatif sur la qualité de l enseignement dispensé et sur les autres aspects des missions des enseignants chercheurs de plus multiplication des nouvelles demandes pédagogiques à effectifs réduits oui si étudiants en situation de handicap eur etc qui demandent une implication pédagogique accrue mais sans moyens supplémentaires pour compenser la hausse des charges,0.25468263,le temps disponible pour la recherche s est considérablement réduit au cours des dernières années du fait d une très forte diminution du soutien à la recherche sous tous ses aspects ce qui nécessite de passer beaucoup de temps à chercher des moyens et d une augmentation des charges d enseignement il est de plus en plus demandé des indicateurs d activité et non des résultats j ai beaucoup aimé mon métier sous tous ses aspects mais j avoue que je suis très content de prendre ma retraite dans quelques mois dans d autres temps j aurais sans doute demandé l éméritat pour continuer mon activité de recherche mais dans les conditions actuelles je suis content de tourner définitivement la page,0.13159613,ce métier reste pour l instant intéressant pour la liberté intellectuelle qu il offre l accroissement des contraintes de toutes natures hausse des charges diminution de moyens absence de sens de certaines activités fait qu il est devenu impossible pour moi de l exercer de manière satisfaisante le ratio avantage inconvénients fait que je ne conseille plus ce métier à un futur docteur en informatique et ce depuis quelques années ou tout du moins en france,0.8537907,nombreuses heures complémentaires nécessaires dûes à l augmentation du nombre d étudiants sans évolution du nombre d enseignants impact négatif sur la qualité de l enseignement dispensé et sur les autres aspects des missions des enseignants chercheurs de plus multiplication des nouvelles demandes pédagogiques à effectifs réduits oui si étudiants en situation de handicap eur etc qui demandent une implication pédagogique accrue mais sans moyens supplémentaires pour compenser la hausse des charges le temps disponible pour la recherche s est considérablement réduit au cours des dernières années du fait d une très forte diminution du soutien à la recherche sous tous ses aspects ce qui nécessite de passer beaucoup de temps à chercher des moyens et d une augmentation des charges d enseignement il est de plus en plus demandé des indicateurs d activité et non des résultats j ai beaucoup aimé mon métier sous tous ses aspects mais j avoue que je suis très content de prendre ma retraite dans quelques mois dans d autres temps j aurais sans doute demandé l éméritat pour continuer mon activité de recherche mais dans les conditions actuelles je suis content de tourner définitivement la page ce métier reste pour l instant intéressant pour la liberté intellectuelle qu il offre l accroissement des contraintes de toutes natures hausse des charges diminution de moyens absence de sens de certaines activités fait qu il est devenu impossible pour moi de l exercer de manière satisfaisante le ratio avantage inconvénients fait que je ne conseille plus ce métier à un futur docteur en informatique et ce depuis quelques années ou tout du moins en france,0.8520011
15953496,,,le plus lourd c est que ce soit l administration qui dirige et non la pédagogie et la situation ne fait que s aggraver de plus en informatique nos enseignements doivent être adaptés sans cesse cet investissement pour suivre les évolutions technologiques et scientifiques est totalement omis de toutes les évaluations il est même considéré sans valeur alors qu il est essentiel pour donner un métier d informaticien aux étudiants qui a leur tour devront sans cesse apprendre à maitriser de nouvelles technologies et concepts,0.087681994,fatiguée,0.5793449,j aime mon métier je le trouve passionnant avec de très beaux projets de recherche des milliers d étudiants à qui j ai un jour appris quelque chose avec qui j ai partagé un bon moment notre environnement est de plus en plus violent avec des courses à des métriques dans des tableaux excel qui font perdre les valeurs c est pourquoi aujourd hui je ne conseillerai pas facilement ce métier,0.2673889,le plus lourd c est que ce soit l administration qui dirige et non la pédagogie et la situation ne fait que s aggraver de plus en informatique nos enseignements doivent être adaptés sans cesse cet investissement pour suivre les évolutions technologiques et scientifiques est totalement omis de toutes les évaluations il est même considéré sans valeur alors qu il est essentiel pour donner un métier d informaticien aux étudiants qui a leur tour devront sans cesse apprendre à maitriser de nouvelles technologies et concepts fatiguée j aime mon métier je le trouve passionnant avec de très beaux projets de recherche des milliers d étudiants à qui j ai un jour appris quelque chose avec qui j ai partagé un bon moment notre environnement est de plus en plus violent avec des courses à des métriques dans des tableaux excel qui font perdre les valeurs c est pourquoi aujourd hui je ne conseillerai pas facilement ce métier,0.26045012
15957551,,,j aime toujours enseigner mais j aimerais ne pas faire d heures complémentaires je les fais pour que les étudiants ne soient pas impactés par le manque de postes,0.14112166,j aimerais avoir plus de temps pour faire de la recherche moins d heures complémentaires et de charges administratives,0.6446485,les points négatifs heures comp charges admin trop lourdes et inutiles commencent à prendre le dessus sur les points positifs autonomie plaisir d avoir un métier intellectuel et de partager cela devient de moins en moins attirant pour les jeunes qui voient nos efforts peu récompensés,0.5566605,j aime toujours enseigner mais j aimerais ne pas faire d heures complémentaires je les fais pour que les étudiants ne soient pas impactés par le manque de postes j aimerais avoir plus de temps pour faire de la recherche moins d heures complémentaires et de charges administratives les points négatifs heures comp charges admin trop lourdes et inutiles commencent à prendre le dessus sur les points positifs autonomie plaisir d avoir un métier intellectuel et de partager cela devient de moins en moins attirant pour les jeunes qui voient nos efforts peu récompensés,0.56175727
15958368,,,très faible niveau des étudiants et faible investissement de leur part promotions gigantesques ratio enseignants permanentsvacataires trop faible pour avoir de vrais projets pédagogiques,0.7078684,,,je le conseille toujours aux jeunes qui cherchent à faire de la recherche on peut toujours faire des enseignements décents en gardant du temps pour la recherche et sans responsabilité lorsqu on débute une fois qu on a compris qu on met les collègues en difficulté en ne prenant pas de responsabilité c est difficile de dire non difficile aussi de dire non quand on n a pas trouvé de vacataires et qu il faut bien que quelqu un fasse le cours en gros on manque de personnels enseignants et biatss mais c est toujours chouette quand on peut faire de la recherche même si difficile de suivre les collègues cnrs,0.5437529,très faible niveau des étudiants et faible investissement de leur part promotions gigantesques ratio enseignants permanentsvacataires trop faible pour avoir de vrais projets pédagogiques je le conseille toujours aux jeunes qui cherchent à faire de la recherche on peut toujours faire des enseignements décents en gardant du temps pour la recherche et sans responsabilité lorsqu on débute une fois qu on a compris qu on met les collègues en difficulté en ne prenant pas de responsabilité c est difficile de dire non difficile aussi de dire non quand on n a pas trouvé de vacataires et qu il faut bien que quelqu un fasse le cours en gros on manque de personnels enseignants et biatss mais c est toujours chouette quand on peut faire de la recherche même si difficile de suivre les collègues cnrs,0.5437519
15958788,,,l équipe enseignante est sympathique mais pas assez nombreuse,0.90415585,je souffre du syndrome de l usurpateur me demandant si j ai vraiment ma place en tant que chercheur,0.17234944,le manque d enseignants recrutement rend la tâche plus difficile situation aggravée par la pression des charges administratives l équilibre rechercheenseignement n est plus respecté on me dit prend des thésards pour faire avancer ta recherche après avoir tant galéré pour trouver un poste je me demande parfois si c était une si bonne idée de persévérer,0.44231996,l équipe enseignante est sympathique mais pas assez nombreuse je souffre du syndrome de l usurpateur me demandant si j ai vraiment ma place en tant que chercheur le manque d enseignants recrutement rend la tâche plus difficile situation aggravée par la pression des charges administratives l équilibre rechercheenseignement n est plus respecté on me dit prend des thésards pour faire avancer ta recherche après avoir tant galéré pour trouver un poste je me demande parfois si c était une si bonne idée de persévérer,0.4334818
15960573,,,la réforme de dut vers but a entraîné des surcharges d enseignement et des tensions dans les équipes pédagogiques la pedr ne bloque plus les heures supplémentaires il n est plus possible de refuser les heures,0.21081413,mon équipe est très dynamique avec beaucoup de projets nationaux acceptés finalement le temps passé au montage est rentabilisé on note une tendance à la surcharge dans les demandes d animation au niveau du laboratoire séminaire équipe séminaire département séminaire projets,0.714672,j aime le métier mais il est usant les docteurs informatiques doivent avoir de bien meilleures opportunités à l étranger ou en entreprise salaires moyens pérennes pour faire leur recherche moyens pour remplir les objectifs collectifs qu ils se donnent équipes administratives en nombre suffisant et de qualité ils n y trouveront pas un équivalent du métier mais ils se focaliseront soit sur de l enseignement soit sur de la recherche l équilibre enseignement recherche est toujours difficile à trouver surtout dans des environnements en iut où les heures administratives sont nombreuses finalement les modulations de service d enseignement devraient être automatiques en fonction de l activité en recherche pour éviter le cas des ec qui ne font plus de recherche mais doublent le service en hsup les activités administratives devraient être faites par des administratifs ces charges là sont toujours plus lourdes avec toujours plus de contraintes trois métiers en un n est ce pas trop beaucoup de charges collectives alourdissent encore la charge jurys de thèse comité de sélection comité de programme,0.6467868,la réforme de dut vers but a entraîné des surcharges d enseignement et des tensions dans les équipes pédagogiques la pedr ne bloque plus les heures supplémentaires il n est plus possible de refuser les heures mon équipe est très dynamique avec beaucoup de projets nationaux acceptés finalement le temps passé au montage est rentabilisé on note une tendance à la surcharge dans les demandes d animation au niveau du laboratoire séminaire équipe séminaire département séminaire projets j aime le métier mais il est usant les docteurs informatiques doivent avoir de bien meilleures opportunités à l étranger ou en entreprise salaires moyens pérennes pour faire leur recherche moyens pour remplir les objectifs collectifs qu ils se donnent équipes administratives en nombre suffisant et de qualité ils n y trouveront pas un équivalent du métier mais ils se focaliseront soit sur de l enseignement soit sur de la recherche l équilibre enseignement recherche est toujours difficile à trouver surtout dans des environnements en iut où les heures administratives sont nombreuses finalement les modulations de service d enseignement devraient être automatiques en fonction de l activité en recherche pour éviter le cas des ec qui ne font plus de recherche mais doublent le service en hsup les activités administratives devraient être faites par des administratifs ces charges là sont toujours plus lourdes avec toujours plus de contraintes trois métiers en un n est ce pas trop beaucoup de charges collectives alourdissent encore la charge jurys de thèse comité de sélection comité de programme,0.6467868
15961774,,,burn out survenu il y a mois,0.5616599,suite au burn out j envisage de partir dans l industrie,0.6525623,l environnement d enseignement n est dirigé que par la communication de l université qui n a pas les moyens ni les compétences d une structure privée pour faire cela au détriment des enseignants la recherche s est transformée dans une fuite en avant aux publications et aux financements au détriment de l éthique et du fond je ne crois plus au système de la recherche scientifique mondial,0.12555183,burn out survenu il y a mois suite au burn out j envisage de partir dans l industrie l environnement d enseignement n est dirigé que par la communication de l université qui n a pas les moyens ni les compétences d une structure privée pour faire cela au détriment des enseignants la recherche s est transformée dans une fuite en avant aux publications et aux financements au détriment de l éthique et du fond je ne crois plus au système de la recherche scientifique mondial,0.12545878
15961795,,,le métier d ec est un métier à multiples facettes qu il semble impossible de toutes exercer correctement,0.70333344,,,le métier reste passionnant mais est devenu difficile l évolution n est pas bonne c est mal payé par rapport au niveau d études et à la charge de travail chaque tâche prise indépendamment semble faisable mais l ensemble des tâches amène à une surcharge de travail il paraît difficile de bien faire l ensemble des facettes du métier certains aspects du métier ne sont pas du tout mis en valeur notamment pour la ripec,0.48239478,le métier d ec est un métier à multiples facettes qu il semble impossible de toutes exercer correctement le métier reste passionnant mais est devenu difficile l évolution n est pas bonne c est mal payé par rapport au niveau d études et à la charge de travail chaque tâche prise indépendamment semble faisable mais l ensemble des tâches amène à une surcharge de travail il paraît difficile de bien faire l ensemble des facettes du métier certains aspects du métier ne sont pas du tout mis en valeur notamment pour la ripec,0.48313555
15962346,,,la surcharge d heures d esnseignement est dûe essentiellement à un manque de postes des personnels en arrêt maladie long les évaluations des enseignements ne sont pas très prisées par les étudiants peu de retours car le nombre d évaluations par semestre est jugé chronophage,0.3044859,raison principale prise de responsabilité dans des projets d innovation pédagogique autre raison l esprit de compétition locale autour des ressources étudiants bourses,0.70150375,constat local très peu de jeunes chercheurs souhaitent rester dans l esr après leur thèse en particulier pour des questions de rémunération salaires trop bas par rapport aux entreprises privées surtout les suisses frontalières,0.21000855,la surcharge d heures d esnseignement est dûe essentiellement à un manque de postes des personnels en arrêt maladie long les évaluations des enseignements ne sont pas très prisées par les étudiants peu de retours car le nombre d évaluations par semestre est jugé chronophage raison principale prise de responsabilité dans des projets d innovation pédagogique autre raison l esprit de compétition locale autour des ressources étudiants bourses constat local très peu de jeunes chercheurs souhaitent rester dans l esr après leur thèse en particulier pour des questions de rémunération salaires trop bas par rapport aux entreprises privées surtout les suisses frontalières,0.21210422
15962356,,,dans notre université nous avons globalement de bonnes décharges pour nos responsabilités mais tout investissement pour offrir un enseignement ou une formation de qualité dans le cadre de nos responsabilités ou non n est en revanche pas reconnu adapter ou créer des supports de courstdtp reprendre l organisation d un cours ou d une formation interagir avec les étudiants etou l équipe pédagogique etou l équipe administrative discuter avec les départements d enseignement pour rester cohérent avec l offre globale de formation veiller à ce que nos enseignements s inscrivent bien dans l offre globale de formation etc ce type de tâches peut nécessiter beaucoup de temps mais n est pas reconnu,0.23307808,,,de lourdes difficultés personnelles rencontrées ces dernières années ont fortement impacté mon activité de recherche que j ai sacrifiée pour ne pas sacrifier mes activités d enseignement et administratives j ai maintenant levé le pied sur mes responsabilités administratives pour tenter de retrouver une activité de recherche plus conséquente toute candidature à une promotion ou prime est donc rejetée car l évaluation reste majoritairement centrée sur la recherche je ne conseillerai pas particulièrement notre métier à un futur docteur car il demande un fort investissement pour la collectivité qui est malheureusement très peu voire pas du tout reconnurécompensé pour ces mêmes raisons je ne crois pas que notre métier soit particulièrement attirant,0.6974214,dans notre université nous avons globalement de bonnes décharges pour nos responsabilités mais tout investissement pour offrir un enseignement ou une formation de qualité dans le cadre de nos responsabilités ou non n est en revanche pas reconnu adapter ou créer des supports de courstdtp reprendre l organisation d un cours ou d une formation interagir avec les étudiants etou l équipe pédagogique etou l équipe administrative discuter avec les départements d enseignement pour rester cohérent avec l offre globale de formation veiller à ce que nos enseignements s inscrivent bien dans l offre globale de formation etc ce type de tâches peut nécessiter beaucoup de temps mais n est pas reconnu de lourdes difficultés personnelles rencontrées ces dernières années ont fortement impacté mon activité de recherche que j ai sacrifiée pour ne pas sacrifier mes activités d enseignement et administratives j ai maintenant levé le pied sur mes responsabilités administratives pour tenter de retrouver une activité de recherche plus conséquente toute candidature à une promotion ou prime est donc rejetée car l évaluation reste majoritairement centrée sur la recherche je ne conseillerai pas particulièrement notre métier à un futur docteur car il demande un fort investissement pour la collectivité qui est malheureusement très peu voire pas du tout reconnurécompensé pour ces mêmes raisons je ne crois pas que notre métier soit particulièrement attirant,0.6973013
15962508,,,la situation actuelle dans mon département est toxique avec des enseignants dont je fais partie en grande souffrance une difficulté extrême à faire notre travail du fait d un management déployant des techniques d intimidation et de harcèlement tous cela devant un iut et une université conscients du problème mais incapables de protéger leurs personnels cela conduit à une démotivation pour l enseignement et à une incapacité de se projeter dans mon métier que j estimais être le plus beau du monde mais qui n est que souffrance depuis près de ans,0.8595899,les difficultés que je rencontre dans mon département d enseignement impacte négativement mon environnement de recherche et ma capacité à me projeter positivement dans mon métier je suis actuellement complètement démotivée en arrêt maladie et incapable d envisager sereinement un avenir,0.44124925,j éspère que pour moi les choses reprendrons un cours plus normal mais en l état actuel je ne vois plus les points positifs de mon métier donc je serai bien incapable de le recommander à quiconque j ai d ailleurs et pour ces mêmes raisons arrêté mes activités de médiation scientifique auprès des collégiens et collégiennes durant lesquelles j exprimais ma passion pour ce métier,0.4390871,la situation actuelle dans mon département est toxique avec des enseignants dont je fais partie en grande souffrance une difficulté extrême à faire notre travail du fait d un management déployant des techniques d intimidation et de harcèlement tous cela devant un iut et une université conscients du problème mais incapables de protéger leurs personnels cela conduit à une démotivation pour l enseignement et à une incapacité de se projeter dans mon métier que j estimais être le plus beau du monde mais qui n est que souffrance depuis près de ans les difficultés que je rencontre dans mon département d enseignement impacte négativement mon environnement de recherche et ma capacité à me projeter positivement dans mon métier je suis actuellement complètement démotivée en arrêt maladie et incapable d envisager sereinement un avenir j éspère que pour moi les choses reprendrons un cours plus normal mais en l état actuel je ne vois plus les points positifs de mon métier donc je serai bien incapable de le recommander à quiconque j ai d ailleurs et pour ces mêmes raisons arrêté mes activités de médiation scientifique auprès des collégiens et collégiennes durant lesquelles j exprimais ma passion pour ce métier,0.4364522
15962964,,,en tant que vp je pourrais ne plus enseigner reconnaissance horaire service statutaire mais je fais encore environ htd à la fois par intérêt pour l enseignement et pour ne pas trop charger les collègues en heures complémentaires,0.12843336,,,c est encore un beau métier qui permet des carrières variées en le conseillant à une jeune chercheur il faut bien lui expliquer les conditions de travail et la grande variété de tâches qui le composent la liberté académique d organisation et le travail d équipe restent conditions d attractivité du matier,0.4513572,en tant que vp je pourrais ne plus enseigner reconnaissance horaire service statutaire mais je fais encore environ htd à la fois par intérêt pour l enseignement et pour ne pas trop charger les collègues en heures complémentaires c est encore un beau métier qui permet des carrières variées en le conseillant à une jeune chercheur il faut bien lui expliquer les conditions de travail et la grande variété de tâches qui le composent la liberté académique d organisation et le travail d équipe restent conditions d attractivité du matier,0.41182688
15963471,,,changement important dans la mentalité des étudiants depuis ans ils ne cherchent pas à apprendre mais à juste valider un diplôme,0.66999,le financement par projet est démoralisant quand on voit la quantité de travail nécessaire pour un taux de succès faible,0.4714656,les conditions d exercices se sont dégradées et les salaires sont restés faibles comparés à l industrie,0.5299385,changement important dans la mentalité des étudiants depuis ans ils ne cherchent pas à apprendre mais à juste valider un diplôme le financement par projet est démoralisant quand on voit la quantité de travail nécessaire pour un taux de succès faible les conditions d exercices se sont dégradées et les salaires sont restés faibles comparés à l industrie,0.45511338
15963808,,,je suis coordinatrice du département informatique de l ufr j assume les responsabilités quand je ne trouve personne je suis responsable de la mention licence informatique cette année je suis chargée par mon université d autres responsabilités,0.11033254,avec toutes les responsabilités administratives peu de recherche,0.8795897,je gagne bien ma vie j ai pas vraiment envie de me fatiguer à faire un dossier pour gagner plus d argent et recevoir un avis négatif parce que je ne fais pas assez de recherche j aimerais que certain e s de mes collègues puissent bénéficier de la ripec avant que je ne candidate,0.45759347,je suis coordinatrice du département informatique de l ufr j assume les responsabilités quand je ne trouve personne je suis responsable de la mention licence informatique cette année je suis chargée par mon université d autres responsabilités avec toutes les responsabilités administratives peu de recherche je gagne bien ma vie j ai pas vraiment envie de me fatiguer à faire un dossier pour gagner plus d argent et recevoir un avis négatif parce que je ne fais pas assez de recherche j aimerais que certain e s de mes collègues puissent bénéficier de la ripec avant que je ne candidate,0.46060008
15963938,,,pour les heures comp je n ai compté que les heures de cours ou d encadrement pas les primes pour responsabilité,0.040412676,quand j ai eu la chance d encadrer un doctorant j avais une publication raisonnable plusieurs papiers par an dans des conférences pas les meilleurs mais bonnes de même depuis ans sans j arrive publie beaucoup moins plus les échecs de dépôts de projet ou de soumission cela me décourage petit à petit,0.19128351,par rapport aux charges administratives je n en ai plus à partir de cette année mais j en ai eu beaucoup tout au long de ma carrière mise à part la première année en sinon je réfléchis à changer de carrière mais l aspect financier est un frein,0.40266627,pour les heures comp je n ai compté que les heures de cours ou d encadrement pas les primes pour responsabilité quand j ai eu la chance d encadrer un doctorant j avais une publication raisonnable plusieurs papiers par an dans des conférences pas les meilleurs mais bonnes de même depuis ans sans j arrive publie beaucoup moins plus les échecs de dépôts de projet ou de soumission cela me décourage petit à petit par rapport aux charges administratives je n en ai plus à partir de cette année mais j en ai eu beaucoup tout au long de ma carrière mise à part la première année en sinon je réfléchis à changer de carrière mais l aspect financier est un frein,0.36622584
15964076,,,le controle continu c est bien pour les étudiants mais ce augmente beaucoup la charge de travail pour les enseignants,0.37510526,on passe son temps à soumettre des projets remplir des dossiers pour les promotions les primes les dossiers d évaluation et quand on ne fait pas cela on évalue les dossiers des autres c est très bien mais on ne produit rien avec cela pourrait on nous laisser un peu de temps libre pour faire de la recherche et surtout nous faire un peu plus confiance,0.7894621,on est passé dans un enseignement de masse en licence avec des contraintes d organisation de plus en plus forte avec la semestrialisation il n y a pas assez de personnels pour assurer l ensemble des enseignements ce qui génère des tensions sur les heures complémentaires la recherche de vacataire et les évaluations,0.36528295,le controle continu c est bien pour les étudiants mais ce augmente beaucoup la charge de travail pour les enseignants on passe son temps à soumettre des projets remplir des dossiers pour les promotions les primes les dossiers d évaluation et quand on ne fait pas cela on évalue les dossiers des autres c est très bien mais on ne produit rien avec cela pourrait on nous laisser un peu de temps libre pour faire de la recherche et surtout nous faire un peu plus confiance on est passé dans un enseignement de masse en licence avec des contraintes d organisation de plus en plus forte avec la semestrialisation il n y a pas assez de personnels pour assurer l ensemble des enseignements ce qui génère des tensions sur les heures complémentaires la recherche de vacataire et les évaluations,0.36594635
15964594,,,j aime beaucoup enseigner je n ai jamais demandé de délégation ou de détachement mais enseigner un peu moins ne serait pas de refus,0.22944306,,,mon métier je l ai choisi parce que j aime l enseignement et la recherche et je ne regrette pas même si c est à refaire ceci dit les conditions actuelles ne sont pas optimales ce n est donc pas pour ceci que je l ai choisi et je comprend qu il y a de moins en moins d étudiants brillants qui s y engage mes étudiants je leur explique la côté hasardeux de s engager dans la voie recherche e g décrocher un poste et le côté administratif et intendance qui prend de l ampleur et les moyens qui baissent mais je leur dit que s il ont la passion alors ils doivent tenter,0.113478005,j aime beaucoup enseigner je n ai jamais demandé de délégation ou de détachement mais enseigner un peu moins ne serait pas de refus mon métier je l ai choisi parce que j aime l enseignement et la recherche et je ne regrette pas même si c est à refaire ceci dit les conditions actuelles ne sont pas optimales ce n est donc pas pour ceci que je l ai choisi et je comprend qu il y a de moins en moins d étudiants brillants qui s y engage mes étudiants je leur explique la côté hasardeux de s engager dans la voie recherche e g décrocher un poste et le côté administratif et intendance qui prend de l ampleur et les moyens qui baissent mais je leur dit que s il ont la passion alors ils doivent tenter,0.11345476
15966403,,,le formulaire n est pas toujours très clair quand la question est à caractère négatif par exemple charges administratives je pense qu elles sont chez moi en grande augmentation j ai mis pour très dégradé mais c est ma situation vis à vis de ces charges qui est très dégradée et non pas les charges qui elles sont florissantes et méritent,0.80486286,,,c est la fin de notre métier dans sa composante passion désintéressée dans son aspect idées nouvelles et aussi dans sa mission de conservatoire du savoir notre savoir n est plus réellement dispensé aux générations futures et la richesse intellectuelle de la france s appauvrit,0.7376949,le formulaire n est pas toujours très clair quand la question est à caractère négatif par exemple charges administratives je pense qu elles sont chez moi en grande augmentation j ai mis pour très dégradé mais c est ma situation vis à vis de ces charges qui est très dégradée et non pas les charges qui elles sont florissantes et méritent c est la fin de notre métier dans sa composante passion désintéressée dans son aspect idées nouvelles et aussi dans sa mission de conservatoire du savoir notre savoir n est plus réellement dispensé aux générations futures et la richesse intellectuelle de la france s appauvrit,0.7519721
15967690,,,on pourrait discuter de l explosion de la charge des correction avec le passage au contrôle continu,0.87495404,,,pour pouvoir apprécié la recherche il faut un temps suffisant pour lireréfléchirtester j ai eu l impression d avoir ce temps minimal uniquement l année où j étais en demi délégation,0.53352344,on pourrait discuter de l explosion de la charge des correction avec le passage au contrôle continu pour pouvoir apprécié la recherche il faut un temps suffisant pour lireréfléchirtester j ai eu l impression d avoir ce temps minimal uniquement l année où j étais en demi délégation,0.60092556
15970716,,,malgré des conditions plutôt favorables il m arrive encore d avoir du mal à concilier mes diverses tâches et responsabilités avec le volume d heures d enseignement qui m incombe,0.58852994,,,j ai deux fils chercheurs l un cr après avoir quitté un poste de mcf et l autre mcf et je mesure au travers de leurs témoignages la dégradation des conditions d exercice de ce métier dans les établissements publics j ai le sentiment qu un enseignant chercheur voulant s investir dans chacune des deux facettes finit par cumuler l équivalent de deux postes à plein temps s il veut aller au bout de sa démarche,0.120239064,malgré des conditions plutôt favorables il m arrive encore d avoir du mal à concilier mes diverses tâches et responsabilités avec le volume d heures d enseignement qui m incombe j ai deux fils chercheurs l un cr après avoir quitté un poste de mcf et l autre mcf et je mesure au travers de leurs témoignages la dégradation des conditions d exercice de ce métier dans les établissements publics j ai le sentiment qu un enseignant chercheur voulant s investir dans chacune des deux facettes finit par cumuler l équivalent de deux postes à plein temps s il veut aller au bout de sa démarche,0.1203567
15972833,,,un demi service me suffirait mais il m arrive de me dire aussi que si il y a moyen d enseigner cela m intéresserait,0.20806904,,,le métier est devenu dur injonctions devenues contradictoires avec le temps la baisse des moyens et la dégradation des conditions d exercice entre service public d enseignement excellence visibilité internationale de la recherche dur de dire à un jeune de rentrer dans la carrière sachant qu il ou elle va bosser soir et w e compris pour un maigre salaire bon courage aux jeunes pour se loger convenablement en région parisienne dans le privé dans certains domaines il y a des postes bien mieux payés et stimulant intellectuellement aussi et bien environnés bref une vraie concurrence tout ce qui reste à notre métier c est qu on peut lui donner un sens l attacher à une mission de service public mais je doute que ça suffise très longtemps encore,0.107100874,un demi service me suffirait mais il m arrive de me dire aussi que si il y a moyen d enseigner cela m intéresserait le métier est devenu dur injonctions devenues contradictoires avec le temps la baisse des moyens et la dégradation des conditions d exercice entre service public d enseignement excellence visibilité internationale de la recherche dur de dire à un jeune de rentrer dans la carrière sachant qu il ou elle va bosser soir et w e compris pour un maigre salaire bon courage aux jeunes pour se loger convenablement en région parisienne dans le privé dans certains domaines il y a des postes bien mieux payés et stimulant intellectuellement aussi et bien environnés bref une vraie concurrence tout ce qui reste à notre métier c est qu on peut lui donner un sens l attacher à une mission de service public mais je doute que ça suffise très longtemps encore,0.10709752
15973975,,,il est difficile de répondre à la dernière question un demi service suffirait mais ça revient plus ou moins à un service sans heures complémentaires intervenant dans une formation par apprentissage il y a un certain nombre d heures de tutorats académiques et cette charge n est pas négligeable,0.33025882,il y a un peu de frustration à devoir parfois saucissonner l activité en raison des autres domaines spécialement administratives et pédagogiques pour la gestion au quotidien voire d urgences,0.68056166,sur l avancement de classe l évaluation des chances est difficile dans mon cas sur le métier je l ai choisi beaucoup par attirance pour la recherche et je voudrais pouvoir en faire plus et plus librement ce sont mes aspirations personnelles dans l absolu c est un beau métier et je ne regrette pas de l exercer quant à le conseiller le nombre de postes étant ce qu il est le conseil serait plutôt d avoir d autres perspectives en parallèle,0.17810182,il est difficile de répondre à la dernière question un demi service suffirait mais ça revient plus ou moins à un service sans heures complémentaires intervenant dans une formation par apprentissage il y a un certain nombre d heures de tutorats académiques et cette charge n est pas négligeable il y a un peu de frustration à devoir parfois saucissonner l activité en raison des autres domaines spécialement administratives et pédagogiques pour la gestion au quotidien voire d urgences sur l avancement de classe l évaluation des chances est difficile dans mon cas sur le métier je l ai choisi beaucoup par attirance pour la recherche et je voudrais pouvoir en faire plus et plus librement ce sont mes aspirations personnelles dans l absolu c est un beau métier et je ne regrette pas de l exercer quant à le conseiller le nombre de postes étant ce qu il est le conseil serait plutôt d avoir d autres perspectives en parallèle,0.17840603
15974227,,,je n enseigne plus que les mathématiques le niveau des étudiants en informatique dans mon université étant trop faible,0.3847404,je suis isolée dans mon laboratoire avec peu de mobilités pour raisons familiales j ai perdu la motivation au fil des années et me suis laissée submergée par le travail d évaluation des autres et futurs collègues relectures d articles évaluation de dossiers comités conseils,0.10317494,mes réponses sont très relatives à ma situation personnelle dans une autre laboratoire avec une équipe pour m entourer la situation aurait été probablement très différente,0.9147201,je n enseigne plus que les mathématiques le niveau des étudiants en informatique dans mon université étant trop faible je suis isolée dans mon laboratoire avec peu de mobilités pour raisons familiales j ai perdu la motivation au fil des années et me suis laissée submergée par le travail d évaluation des autres et futurs collègues relectures d articles évaluation de dossiers comités conseils mes réponses sont très relatives à ma situation personnelle dans une autre laboratoire avec une équipe pour m entourer la situation aurait été probablement très différente,0.8707885
