SID,Pouvez-vous expliquer vos réponses merci ...,Note merci
15940084,je mettrai une note de au métier de chercheur pour enseignant chercheur c est quand même un beau métier mais en france je me sentais écrasé par la charge d enseignement sans pour autant faire beaucoup d heure sup mais mes enseignements étaient très divers et j en avais au moins un nouveau tous les ans,0
15940117,au chili je trouve le métier d enseignant chercheur en informatique encore assez interéssant et atractif j ai davantage de liberté et de reconnaissance qu en france il me semble,1
15940472,mon métier me passionne toujours autant pourtant les conditions d exercice se sont dégradées il est nécessaire de consacrer de plus en plus de temps à des tâches qui ne sont pas le cur du métier recherche de crédits recherche tâches administratives suivi personnalisé des étudiants etc je pense donc qu il est plus difficile pour un jeune de débuter ce métier aujourd hui qu il l était quand j ai débuté il y a un peu moins de ans,0
15940754,le statut d enseignant chercheur est beaucoup trop contraignant en terme de charge d enseignement de responsabilités quasiment pas de possibilité de mutation non plus ce qui est un problème majeur à mon avis et trop peu discuté alors que de très nombreux ec souffrent de leur situation,0
15940762,le métier est passionnant les conditions dans lesquelles on l exerce sont de plus en plus difficiles je conseille ce métier aux doctorants en informatique en les mettant en garde sur l équilibre à maintenir entre les différentes tâches et je ne conseille ce métier qu à des personnes qui aiment enseigner les jeunes doctorants ou docteurs n ont plus autant la vocation qu avant le métier d enseignant chercheur est toujours perçu comme un métier moins valorisant que chercheur,0
15941390,je pense que c est un metier qui laisse encore de la liberté et du choix des activités mais la lourdeur administrative commence à peser parfois j ai l impression que l administration qui ne cesse pas d être créée nous produit plus de problèmes additionnels plutôt que de résoudre les problèmes existants exemple nous avons dû nous battre pour garder des créneaux de h pour les cours de master l administration voulait les remplacer par des créneaux de h pour que ca soit pareil qu en licence à cause des emplois du temps qui devenaient plus compliqués le compromis final a été de laisser faire l emploi du temps en master par un ec il y a un certains nombre de taches qui devraient être assurées bien par l administration mais ce n est pas le cas,0
15941476,conditions de travail dégradées salles d enseignement et amphis mal équipés heures complémentaires d enseignement difficiles à éviter pas assez de moyens pour faire de la recherche correctement,1
15942013,pression gigantesque de tous bords aucune reconnaissance de la société,1
15942243,malgré les revalorisations les salaires restent peu attractifs et les fonctionnaires se raréfient au profit des cdd la recherche est guidée par le court terme et les besoins des entreprises qui sont financées par des fonds publics et le manque de personnel conduit à des taux d encadrement désastreux alors que l on nous demande de plus en plus de choses nous sommes devenus des personnes à tout faire difficile de dire à un jeune qu il va d épanouir,1
15942735,le salaire et les contraintes me semblent être un frein pour attirer les jeunes l enseignement de plus en plus généraliste et basé sur des compétences demande un investissement important pas toujours reconnu mais reste passionnant je suis particulièrement inquiet sur la difficulté à trouver des doctorants,0
15942750,j aurais préféré un nombre d heuresemaine qu un rapport pour la répartition des tâches de plus on n a pas ici le rapport effectif ni ce que l on devrait faire pour accomplir no tâches car on est obligé de tout faire à moitié ma principale difficulté actuelle est de devoir enchaîner les heures afin de se maintenir à peu près je passe actuellement hsem sachant que pour faire bien le travail il me faudrait plutôt hsem et que ce que je souhaiterais faire serait du hsem,0
15943049,j y suis venu pour avoir une certaine liberté dans l organisation et mon temps et de mes activités et aussi pour donner un sens à mon travail quand on voit maintenant le niveau de sélection à l entrée et les conditions d exercices baisse des dotations de l état administration biatss mal adaptée tâches administratives à la pelle politique nationale du projet à n millions très idéologique politique du chiffre et augmenter les salaires tout en réduisant les recrutements ne parait pas terrible non plus quelle est notre mission où allons nous,0
15943285,ce métier rend précaire à la longue et décourage démotive tout investissement perso payé au lance pierres si on passe bcp de temps à faire de la recherche,1
15943385,le métier est relativement intéressant mais il faut arrêter de le dégrader comme on peut l observer depuis au moins la lru et donner des moyens pour travailler revenir sur lru et lpr ecouter les personnels de terrain biats et enseignants chercheurs plutôt que des assemblées d experts ou de managers qui n ont pas fait h voire d enseignement ou été devant un ordinateur à rédiger eux même un article depuis ou ans des moyens de ne pas crouler sous les petites tâches administratives à base de tableurs excel qui s imposent à nous de plus en plus quid du support des moyens en termes de financement perein bourses de doctorat et fonctionnement thèse et ke par ans avec une année de carence entre chaque période par exemple supprimer la prime ripec c et intégrer les primes ripec c et c au salaire pour ripec c ou en heures complémentaires pour ripec c défavoriser les carrières purement administratives en limitant les tâches administratives dans le temps pour que cela tourne et que l on ne crée pas une classe de managers découplés du réel remplacer les promotions via concours à de sélection par une forme de qualification avec barre minimale tu passes la barre tu as la promo même si c est le cas cette année là de des candidat e s bien sur en s assurant d une distribution équitable des moyens et en tenant compte des spécificités de terrain conditions de travail entre deux établissements conditions personnelles des collègues bref pour rendre à nouveau ce métier vraiment intéressant il faut commencer par arrêter de mettre les collègues en concurrence pour miettes de pain et une demi place gagnée au classement de shanghai qui permet de se féliciter dans les diners en ville et sur les réseaux sociaux vu les salaires dans le privé en informatique et le fait de devoir se battre pour faire son travail correctement je crois que si on veut le bien de nos jeunes collègues il ne faut pas les encourager à devenir enseignant chercheur dans le public en tout cas pas hors d une des universités d élite qu on est en train de laisser se monter au détriment de toutes les autres et d un service public égalitaire qu on doit à nos concitoyens,0
15943658,gérer la pénurie de moyens à ses limites avec le temps faire au mieux avec les moyens disponibles devient frustrantdécourageant,1
15943722,je ne regrette pas d être encore dans ce métier mais je pense que si j arrive encore à en tirer du plaisir c est parce que je suis en fin de carrière je n attends plus rien du système je suis dans un environnement assez protégé école d ingé et labo actif et j ai du recul sur les injonctions contradictoires qui nous bombardent en permanence je n arrive plus à faire rêver les jeunes sur ce métier je n y entrerais sans doute pas moi même si j avais leur âge la compétition exacerbée me ferait fuir en courant,0
15944002,vous oubliez utilisation de logiciel de gestion ose apogee ade etc plus stupides et chronophages les uns que les autres dégradation du niveau de vie salaires primes déconsidération du travail par l admin et la société française en général étudiants de plus en plus consommateurs instances universitaires csvu etc parasitées par des incompétents qui changent maquettes etc sans se rendre compte de la surcharge de travail qui cela implique méfiance croissante lors de vos remboursements de missions une organisation des universités qui devient une armée mexicaine et surtout je vois un nombre de plus en plus croissant de collègues qui ne font plus de recherche,1
15944200,je ne me sens jamais autant vivant que face à des étudiant es souhaitant apprendre ce n est pas le cas de tout le monde en tout cas j aime mon métier j ai eu une chance de pendu d être recruté il y a e de places dans la recherche comparé au nombre de doctorant es diplômé es il faut doubler les effectifs voire les multiplier par,0
15944545,quand on voit les trajectoires des conditions de travail le glissement des financements l augmentation de la charge bureaucratique on peut se poser des questions sur l opportunité de choisir cette carrière,1
15944653,salaires beaucoup trop bas au regard des compétences et responsabilités donc les doctorants nés en france ne souhaitent pas poursuivre une carrière d enseignant chercheur pour ma part je fais h de transports par jour la mentalité de certains collègues me dérange beaucoup si tu souhaites faire carrière il ne faut pas s intéresser aux étudiants ces mêmes gens n evaluent notre métier que par la recherche en marchant sur ceux qui font tourner les formations le passage pu devrait être possible pour tous,0
15945321,concernant la répartition idéale j aurais pu mettre ça me conviendrait aussi concernant la ripec je ne risque pas de l obtenir puisque je ne l ai pas demandée et je ne compte pas la demander un jour je trouve que le salaire des enseignants chercheurs et enseignants chercheurs doit être revalorisé mais je suis absolument contre le principe des primes au mérite concernant la dernière question j aime beaucoup la partie enseignement mais je trouve qu elle prend actuellement trop de place dans mon temps de travail ne me laissant pas le temps pour vraiment exercer mes activités de recherche sur la partie recherche je me questionne beaucoup j aimerais faire un vrai travail d équipe avec des objectifs à long terme desquels on s approche peu à peu en faisant de petites avancées qu on publie éventuellement mais actuellement j ai l impression qu on ne fait que sauter sur la moindre opportunité une petite discussion avec quelqu un un papier une mini idée un papier sans vraiment rien faire pour aller vers un objectif à long terme ni sans vraiment avoir un travail collectif suivi au sein de l équipe de recherche je ne sais pas si c est comme ça partout mais en tout cas c est ce que j ai ressenti dans toutes les équipes où j ai été,0
15945512,conseiller à un jeune de venir travailler comme un taré pour gagner beaucoup moins que dans le privé non je ne le fais pas un exemple à la fin de sa thèse une personne obtenu un travail dans le privé payé de plus que le salaire du co directeur de thèse qui a fini par partir gagner beaucoup plus dans le privé au fur et à mesure des charges innombrables se sont accumulées en plus sur nos pauvres têtes comme l évaluation de milliers de dossiers parcoursup en échange d une retribution ridicule on est à cts le dossier parcoursup donc pour être payé h il faut que je passe secondes sur chacun c est infâme,0
15945980,il y a trop peu de personnel dans beaucoup de services département d enseignements services rh scolarités services financiers services techniques etc pour qu il soit aujourd hui possible de faire son travail correctement le système tient encore car beaucoup d entre nous se mettent en surcharge avec de plus en plus souvent des conséquences sur leur santé le point de rupture est proche,1
15946732,j apprécie mon métier mais pas son évolution notamment récente et en particulier la précarisation généralisée de l esr je n aime pas non plus l accroissement des tâches administratives l influence de plus en plus grande du middle management administratif j ai la sensation d être au service de l administration centrale que je dois adapter mes pratiques professionnelles pour lui faciliter le travail alors que c est elle qui devrait être au service de la mission d enseignement et de recherche de l université et je déteste les procédures sécuritaires imposées par le ministère de l intérieur zrr ppst et cie que je trouve inadaptées et surtout complètement inefficaces elle n apportent que du travail en plus sans augmentation de moyen et sans contrepartie positive de quelque forme que ce soit,0
15946811,côté recherche l obligation d avoir recours à des financements par projet plutôt qu à des financements pérennes est épuisant et contre productif et se révèle à terme décourageant côté enseignement les conséquences de la réforme du lycée sont catastrophiques sur la sélection et la capacité de réussite des étudiants à l université le niveau en math entraîne des difficultés d abstraction des doctorants trop souvent formés uniquement à l informatique et incapable d écrire des preuves même simple,1
15946894,je fais ma première demande de ripec cette année mais vu les ressentis des collègues sur ce qui s est passé l année dernière j ai quelques doutes sur mes chances de l obtenir en ce qui concerne l attractivité du métier il n y a pas beaucoup d illusions à avoir plus beaucoup d étudiants motivés pour faire une thèse des recrutements de plus en plus exigeants des salaires en total décalage avec ce qui se fait dans le privé des possibilités d évolution de carrière très limitées,1
15946968,les aspects pédagogiques et recherche sont toujours très intéressants les façons de publier changent on est noyé dans une course à la publication sans avoir le temps d approfondir les conférences sont parfois organisées en hybride les moyens pour voyager et la pollution du déplacement en avion rendent cet aspect du métier beaucoup moins attractif qu avant,0
15947191,la recherche est passionnante l enseignement l est aussi a petite dose mais je ne conseillerais pas ce métier car il demande un temps d investissement important pour finalement ne pas forcément décrocher un travail permanent pour la ripec avoir un bon dossier nécessite forcément un investissement particulier et l équilibre famille travail peut être malmené,0
15947295,le hasard,0
15947328,si l on omet la question du salaire en début de carrière je ne conseillerais définitivement pas la carrière d ec en france s il est possible de prendre du plaisir ponctuellement dans des travaux de recherche ou des enseignements spécifiques l équilibre reste très compliqué pour qui veut faire plus de recherche il est tenu à réaliser des enseignements à minima pour le même volume et c est donc le temps personnel qui en pâtit idem pour s investir dans l enseignement l ec perd souvent une position dans le laboratoire ou dans une équipe en étant beaucoup moins actif en recherche pourquoi ne pas imaginer des décisions prises sur ou ans afin d offir assez de visibilité aux ufr avec un possibilité de modulation dont les décisions seraient reconnues par les mécanismes de primes ripec,0
15947551,pour ce qui est de mon établissement notre recherche se fait depuis quelques années sans aucun financement récurrent si nous ne répondons pas à des appels à projet nous ne pouvons rien faire ça engendre un gros niveau de stress et fragilise toute stratégie un peu à long terme avec presque aucun soutien administratif littéralement pas d assistant e admin pour le labo nous devons par exemple gérer nous mêmes les missions les commandes les remboursements nous sommes de plus hyper sollicités pour des enseignements on nous demande par exemple de monter un master alors que tout le monde est déjà au bord du burnout les chiffres au niveau national ne trompent pas non plus il manque beaucoup trop de postes pour pouvoir enseigner dans de bonnes conditions enfin nous manquons aussi cruellement de bureaux moins de bureaux au sens table chaise que de membres de l équipe bureaux partagés à au moins personnes plutôt ce qui rend difficile de travailler dans le calme de discuter avec quelqu un sans déranger les autres d avoir des discussions confidentielles doctorant e s ou étudiant e s en difficulté certaines discussions avec des partenaires industriels le métier est magnifique mais les conditions déplorables,0
15947673,et voilà on y arrive jeunes chercheurs non on est des enseignant chercheurs il faut recruter des futurs enseignants chercheurs si on avait un peu moins de boulets qui ne pensent qu à leur recherche dans nos universités on aura non seulement des formations de meilleure qualité mais surtout une meilleure répartition des tâches je n ai marre de ces pseudos chercheurs qui occupent de la place et qui ne veulent pas enseigner tout comme j ai marre des cnrs et cia qui vivent dans leur bulle et viennent nous donner des leçons alors qu ils ne tiendraient pas un semestre avec les contraintes qu on a dans les universités en dehors des grands centres lip lille lyon grenoble et j en passe,0
15947685,beaucoup moins de libertés qu au début de carrière et les lourdeurs administratives toujours plus grandes font que le métier est moins intéressant il n est plus attirant nombre de jeunes collègues sont partis,1
15947699,la comparaison entre les salaires et les niveaux de qualification requis surtout en informatique ainsi que les conditions de travail manque de moyens manque de personnels rendent ce métier non attractif pour de jeunes docteurs en informatique personnellement mon attrait pour l enseignement et en partie la recherche me font persister dans ce métier mais je le trouve de plus en plus pénible,0
15947705,le gel des postes ec sur plusieurs années combiné avec le gel des salaires rendre les conditions de travail de moins en moins attractif une ou plusieurs années de post docater très productives scientifiquement ne permettent pas de garantir l obtention d un poste ec dans ses conditions il est difficile d encourager les jeunes chercheurs dans cette carrière,1
15947713,je fais ma recherche par pur plaisir sans attendre de quelconque reconnaissance locale ni nationale je suis contraint d avoir des projets industriels pour pouvoir financer mes travaux plus théoriques et mon activité internationale je ne postule plus pour la ripec pour raisons je n arrive plus à dégager du temps pour remplir le dossier l évaluation est déconnectée de la réalité et sa lecture est foncièrement déprimante surtout quand mon activité pourtant conséquente est qualifiée de faible voire inexistante,0
15947756,nous payons très maintenant trop cher pour notre métier passion folie adm ici pas de personnel tech et adm pas de promotion envisageable bref carrière terminée à ans,1
15947829,j ai l impression que mes compétences ne sont pas correctement utilisées j ai l impression de perdre mon temps dans une tonne de procédures administratives pour lesquelles je suis assez incompétent plutôt que de mener une activité de recherche digne de ce nom etant dans une petite composante et seul informaticien la charge est lourde heureusement qu il y a des collègues faisant vivre un département informatique à l échelle de l université du coup je construis une recherche autour des enseignements et ne peux poursuivre la recherche qui me passionnerait,0
15947901,conseiller à un futur docteur tout dépend de la personne attirant pas assez payé mais a d autres atouts tant intellectuels que sociétaux,1
15947934,financièrement surtout en info le métier n est pas attirant pour les jeunes un collègue me disait quand on travaille en entreprise on ferme la porte du bureau le soir et on laisse tout derrière nous en tant qu enseignant chercheur ce n est pas le cas il y a peu d évolution de carrière possible ce qui décourage les gens à rester et du coup fait peser sur ceux qui restent la charge de travail après cela reste quand même un très beau métier,1
15948282,j aime toujours ce métier et je ne souhaite pas en changer cependant les conditions se dégradent chaque année et les perspectives pour les jeunes ne sont pas bonnes je suis honnête et franc quand j en discute avec de futurs docteurs pour qu ils connaissent les bons et les mauvais côtés,1
15948290,ce métier est passionnant mais ce genre de réponse permet aux décideurs de continuer à dégrader les conditions de travail puisque c est un métier passion les charges pédagogiques sont de plus en plus lourdes et chronophages modularité approche par compétence parcoursup contrôles continus gestion des étudiants handicapés promotions pléthoriques etc les tâches administratives sont devenues les métastases d un cancer généralisé en ans deux gros mois sans enseignement ou presque étaient consacrés à la recherche juin et septembre ils sont occupés par de l enseignementcorrectionorganisation rentrée etc depuis la lru et la semestrialisation les responsabilités sont écrasantes pour les petites structures les heures sup sont incontournables faute de recrutements de titulaires et de vacataires prêts à travailler pour des salaires dérisoires si la reconnaissance du travail pédagogique n est pas totalement inexistante quoique elle est incomparable avec celle liée à la recherche dans l évolution de carrière effet pervers de plus en plus de collègues jeunes en particulier fuient le er cycle se font des petits nids douillets en masters et se focalisent sur leur carrière aggravant encore la situation les salaires sont bloqués c est la double peine pour la retraite les années d études en tant qu allocataire de recherche et de moniteur ne sont pas intégrées dans les cotisations et il y a eu un allongement total de années depuis le début de ma carrière bon dépouillement,1
15948332,impression que les postes mcf sont nettement moins courtisés en qu il y a ans les candidatures sur les postes lru et ater sont massivement le fait de personnes étrangères qui sauvent la mise pour assurer le boulot ingrat plutôt que quitter l établissement public où j exerce je préfèrerais que ça fonctionne un peu différemment mais une bonne partie du malaise vient de politiques nationales,1
15948355,aucune reconnaissance de l investissement dans l enseignement en local ou au cnu les salaires ne sont plus du tout attractif par rapport aux entreprises et plus aucun avantage de travailler à l université je prends autant de vacances qu une personne dans une entreprise privé et je travaille plus par semaine,1
15948369,c est un métier avec quand même pas mal de libertés par rapport au secteur privé par contre le niveau de salaires ou les possibilités de mobilité et une difficulté d accès importante font que beaucoup de jeunes doctorants renoncent rapidement,1
15948458,je profite de cette case pour parler des charges administratives j ai été responsable d équipe directeur de fédération de recherche responsable de deux groupement international dont pendant ans et responsable de majeure seule les activités de responsable de majeure m ont valu une décharge je crois de h toutes les autres charges l ont été à titre bénévole et sans aucun soutient en dehors de la direction de la fédération où j avais responsable administrative disons que parfois il faut quand même avoir la foi pour continuer concernant l avenir du métier je dirais qu il devient de plus en plus contraint et n est pas spécialement valorisé donc je ne le conseillerais pas forcément à un jeune faire une thèse pour aller ensuite dans le privé peut par contre être un choix judicieux en fonction du sujet de thèse concernant l avancement j avoue être actuellement un peu fatigué de participer à cette course à l échalote,0
15948494,la question de l attirance pour de jeunes chercheurs pourrait être raffiné avec en france ou à l étranger en france le métier d ec n est pas mis en valeur,1
15948520,ce métier me convient encore malgré la dégradation des conditions de travail la multiplicité des charges enseignementrechercheadministratif est difficile à gérer le métier n a pas été suffisamment attirant pour les docteurs que j ai encadrés aucun n ont décidé de concourir aux postes de mcf raisons salaires trop faibles surcharge de travail,1
15948611,aucun avenir aucun moyen de se déplacer,1
15948662,pour le ripec c j ai fait la demande l an dernier et je ne l ai pas eu je l ai assez mal pris vu mon investissement pédagogique et administratif tout en réussissant à conserver une activité de recherche petite mais existante et la possibilité d attribution pour ces critères pour moi ça veut dire que ce travail n est pas du tout reconnu sans parler des responsabilités collectives en dehors du stricte cadre académique mais au service de la communauté esr en général je regrette d avoir pris le temps de faire la demande je ne le ferai plus de toutes façons je suis contre l existence de ces primes qui devraient être intégrer au salaire et répartie équitablement de manière général le financement par projet sur dossier est infernal et nous fait perdre beaucoup de temps et d énergie et de financement en demande puis en évaluation puis en distribution puis en dépense c est une catastrophe d un point de vue pragmatique concernant l attrait du métier c est difficile d en parler déjà malgré un statut national de fonctionnaire d état on ne fait plus du tout le même métier d un établissement à l autre chez moi les conditions pour faire de la recherche sont nulles mais la façon dont on organise nos enseignements et le rapport qu on a du coup avec nos étudiant es sont assez uniques et ne semble pas exister ailleurs je n ai pas envie de bouger du tout de mon université pour cette raison j aime mon métier comme on le pratique dans mon département et je n ai encore croisé aucun e collègue d autres établissements chez qui c est aussi chouette ou alors ce sont des collègues dans des établissements méga prestige péter de thunes mais ce n est pas le même public et ça m attire beaucoup moins bon ça c était pour la partie le métier maintenant sur l attractivité elle même ça dépend tellement des gens clairement les conditions se dégradent mais malgré ça ça reste un métier particulier qu on ne peut pas faire ailleurs cela dit j ai récemment discuté avec un ancien camarade de promo qui a fait sa thèse en même temps que moi et qui est maintenant dans le privé et gagne plus de trois fois mon salaire donc même si on est pas les plus à plaindre financièrement je comprends que des jeunes se posent sérieusement la question avant de s engager dans cette voix surtout en informatique,0
15948764,le processus de rechercher de nouvelles connaissances en faisant interagir pratique et théorie est passionnant l échange et la collaborations sont motivant pour un jeune chercheur les choses sont difficiles car les conditions d embauches sont difficiles les salaires d embauches peut attractifs par rapport aux études faites et le dernier point est qu il n y a pas de recette toute faite pour être reconnu dans son domaine aussi bien au niveau local qu international il est aussi difficile de prendre du recul par rapport à ce que l on fait en tant que jeune chercheur si l on débordé par les aspects enseignements et recherches de financement également il y a un temps de latence entre des sujets émergents et les sujets que tout le monde fait et travailler en temps que jeune chercheur sur un sujet émergent n est pas facile,1
15948772,la charge administrative et d enseignement tend à augmenter chaque année et nous sommes surtout évalués sur l aspect recherche total trop de collègues refusent de prendre des charges c est un gros problème,1
15948871,importance de pouvoir déveloper et partager du logiciel libre dont http refpersys org basile starynkevitch mél perso basilestarynkevitch net mél pro basile starynkevitchcea fr au list cea fr,0
15949046,malgré un investissement conséquent et continu en responsabilités administratives et pédagogiques chef de dépt responsable d année responsable de stages porteur d une lp une recherche assez soutenue alors que je suis sur un site délocalisé et un avis du cnu favorable pour la pédagogie très favorable pour l admin et très favorable pour la recherche je n ai pas obtenu la ripec et je n ai jamais eu de promotion locale ce ne sont pas les ec consciencieux et investis qui ont une reconnaissance et ce ne sont pas toujours les plus méritants qui ont des promotions au début on passe outre puis ça écure,1
15949092,c est à la fois une chance et un grand engagement notamment en temps je distingue l informatique des autres disciplines car au vu des possibilités qu offre le privé y compris parfois en recherche par rapport au conseil je ne suis pas du style à influencer à discuter de la réalité du métier et de n y vendre du rêve ni de briser un rêve il est important que le choix de carrière soit fait le plus consciemment possible pour éviter des déconvenues,1
15949209,on nous demande toujours plus avec toujours moins les gens craquent ceux qui restent trinquent sur les charges pédagogiquesadministratives et le cercle vicieux est enclenché aucun de nos doctorants ne veut faire notre métier on ne veut pas être comme vous,1
15949240,je soutiens si c est ce que le futur docteur veut faire mais je ne conseille pas c est tellement ingrat sans reconnaissance,1
15949293,bien que certains s en sortent très bien je ne trouve pas de sens dans le métier au jour le jour,0
15949520,peu de postes dans le privé comme dans le public des salaires très faibles pour un bac comparé à l industrie ou même à un poste équivalent à l étranger k un mcf débutant à madrid k en allemagne la plupart des université n ont pas de moyens ni pour l enseignement ni pour la recherche le privé on ne sait jamais trop où on tombe dans le public il y a un ventre mou de personnels qui ne sont pasplus investis et ça pèse sur les autres au niveau des responsabilités,1
15949904,il faut etre tres motivé pour faire une carriere d enseignant chercheur et les nouveaux auront comme tache de faire en sorte que l universite modifie profondemment ses facons de travailler plus de moyens pour les enseignants et donc les étudiants et beaucoup moins pour le decorum ou les surprimes pour quelques uns surprimes qui attirent les mercenaires et pas les meilleurs,0
15950277,métier très intéressant mais il n est pas forcément facile à un jeune doctorant d obtenir un poste rapidement s il doit ensuite cotiser ans c est un peu compliqué pour la retraite conditions de mobilités très contraignantes pour les couples d enseignant chercheurs mal rénuméré aussi,1
15950417,avec ripec c obtenu hors classe tres impliqué en tous les fronts rechercheenseignementadmin aucun perspective de promotion pr tres peu de concours pr au niveau national et beaucoup de postes sur un sujet trop specifique,1
15950441,la recherche c est toujours ma passion travailler à l université a des avantages et des inconvénients mais la balance commence a pencher fortement du mauvais coté des entreprises proposent des conditions plus favorables le salaire ne suit plus depuis longtemps avec l inflation on prend une grande claque si on se projette dans l avenir on gagnera des clopinettes alors que l industrie propose des postes bien mieux rémunéré à compétences équivalentes les corvées administratives sont de plus en plus nombreuses et prennent de plus en plus de temps certaines des taches administratives pourraient être déléguées en parties à des gens plus compétents sous la direction d un ec les heures d enseignements supplémentaires sont de plus en pus nombreuses je n arrive plus à consacrer assez de temps à la recherche je n arrive plus à produire et toutes mes tentatives d avancement échouent bref j ai l impression d être en échec perpétuel pour casser cette spirale une solution ne plus rien faire au moins on sait pourquoi ça ne marche pas,0
15952163,alors qu ils représentent la force de travail centrale à l enseignement supérieur et à la recherche les ec voient leur statut et salaire dégradé d année en année alors que la rifseep donne automatiquement k de prime par an au igr les ec doivent passer par un lourd processus ripec pour une chance de décrocher k par an et encore pas tous les ans et pour d entre eux ne parlons pas de l évolution des processus dans les universités et des lois à l assemblée qui semblent tous alourdir le contrôle et réduire la confiance dans un corps qui fondamentalement vit un sacerdoce,1
15952358,ce métier reste pour l instant intéressant pour la liberté intellectuelle qu il offre l accroissement des contraintes de toutes natures hausse des charges diminution de moyens absence de sens de certaines activités fait qu il est devenu impossible pour moi de l exercer de manière satisfaisante le ratio avantage inconvénients fait que je ne conseille plus ce métier à un futur docteur en informatique et ce depuis quelques années ou tout du moins en france,1
15952603,si un doctorant me demande conseil pour devenir ec je lui réponds fuyez pauvre fou,0
15953496,j aime mon métier je le trouve passionnant avec de très beaux projets de recherche des milliers d étudiants à qui j ai un jour appris quelque chose avec qui j ai partagé un bon moment notre environnement est de plus en plus violent avec des courses à des métriques dans des tableaux excel qui font perdre les valeurs c est pourquoi aujourd hui je ne conseillerai pas facilement ce métier,0
15953559,le contrôle de toutes nos activités pilotageencadrement des formations et recherche conditionnent très fortement les conditions de travail et induit une perte quasi totale d autonomie ce qui me manque le plus le temps je l avais en début de carrière et je ne l ai plus maintenant cela tue le métier à petit feu tout au long de la carrière,0
15953649,pourquoi je ne le conseillerais pas sérieux tu veux faire de la recherche quitte la france ou va dans le privé enfin dans n importe quel organisme où tu seras recruté pour faire de la recherche et pas de la paperasse tu veux diriger des recherches fuis la france où les thésards font plein de trucs inutiles mais peu de recherche et où puisque du es nécessairement un directeur de thèse malhonnête on te collera des comités théodule chargés de monter à ton thésad à quel point tu es nul comme encadrant tu veux enseigner va dans des organismes où pour un cours qui nécessite heures on te donne au moins h et pas h comme c est le cas dans notre belle université etc etc vous avez compris l essentiel je pense quand je suis entré dans ce métier à la fin des années être universitaire était extrêmement motivant on pouvait tenter construire etc aujourd hui nous sommes tous des bureaucrates et à tous les niveaux de la pyramide nous devons subir les mécanismes de self protection de la hiérarchie en mode vive le parapluie motivation où ça liberté où ça reconnaissance ha ha ha vivement la retraite à ans,1
15954421,trop de bureaucratie partout beaucoup trop de temps perdu en procédures stériles absurdes aussi bien sur le volet enseignement que recherche beaucoup trop de tâches administratives sont faites par des e c alors que cela devrait être pris en charge par des services administratifs ou plus intéressant ne plus exister du tout il faut simplifier ce bazar pour rester poli car pendant que nous remplissons les formulaires b g c f les autres pays travaillent et avancent il faut revenir à des budgets récurrents pour les labos et ne plus nourrir toutes ces agences type anr qui ont des budgets de fonctionnement gargantuesques pour ma part j ai décidé de ne plus répondre aux appels à projets et de ne plus demander de prime de ne pas faire de demande d avancement de carrière par contre le coeur du métier d enseignant chercheur c est à dire pour rappel la recherche et l enseignement restent absolument passionnant,0
15955731,il y a des surcharges d enseignement des surcharges administratives et du manque de moyens surtout humain évident mais la recherche et la liberté qui l entoure reste qualitative tant que l on n est pas isolé et que l on fait partie d une équipe collégiale,1
15957551,les points négatifs heures comp charges admin trop lourdes et inutiles commencent à prendre le dessus sur les points positifs autonomie plaisir d avoir un métier intellectuel et de partager cela devient de moins en moins attirant pour les jeunes qui voient nos efforts peu récompensés,0
15958073,j aime mon métier d enseignant j aime mon métier de chercheur j essaye de transmettre cette passion à mes étudiants à mes doctorants ok tout n est pas rose mais je garde espoir,0
15958160,c est un métier intéressant qui serait pleinement satisfaisant dans de bonnes conditions,1
15958368,je le conseille toujours aux jeunes qui cherchent à faire de la recherche on peut toujours faire des enseignements décents en gardant du temps pour la recherche et sans responsabilité lorsqu on débute une fois qu on a compris qu on met les collègues en difficulté en ne prenant pas de responsabilité c est difficile de dire non difficile aussi de dire non quand on n a pas trouvé de vacataires et qu il faut bien que quelqu un fasse le cours en gros on manque de personnels enseignants et biatss mais c est toujours chouette quand on peut faire de la recherche même si difficile de suivre les collègues cnrs,0
15958788,le manque d enseignants recrutement rend la tâche plus difficile situation aggravée par la pression des charges administratives l équilibre rechercheenseignement n est plus respecté on me dit prend des thésards pour faire avancer ta recherche après avoir tant galéré pour trouver un poste je me demande parfois si c était une si bonne idée de persévérer,0
15959145,le peu d étudiants intéressés par les sciences en général ne m encourage pas à vouloir continuer à dans l enseignementrecherche sous la forme actuelle il est difficile d avoir de la reconnaissance pour tout ce que j apporte à mon établissement,1
15959157,devoir faire un dossier pour être payé pour le travail effectué ripec il n y a que dans le publique qu on trouve ça normal de plus en général ceux qui ont le temps de faire le dossier et qui ont donc des chances de toucher la prime ne sont pas ceux qui s investissent le plus ceux là n ont pas le temps de monter des dossiers,1
15959515,moins de libertés de penser d action dans le choix des recherches etc ce qui faisait la beauté de ce métier salaire vraiment moins intéressant que dans le privé ou à l étranger une charge mentale devenue bien trop élevée à cause de la disparité des fonctions et des contraintes administratives grandissantes,0
