SID,Commentaires éventuels (sur le formulaire ou sur votre situation personnelle),Note personnel,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement),Note enseignement,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche),Note recherche,Pouvez-vous expliquer vos réponses merci ...,Note merci,Totalite des commentaires,Note total
16057316,,,"j'ai fait un burn out il y a 3 ans, le retour est très complexe, impossibilité de proposer des aménagements convenables. je suis donc à mi-temps thérapeutique. si j'avais répondu il y a 3 ans à votre formulaire c'était surcharge sur tout, avec trop d'administratif, trop d'heures sup, trop de politique et de responsabilités ",-5.0,,,"je pense que ce double métier est épuisant pour tous ceux qui se sentent un minimum concerné. 
Je ne crois pas qu'il y ait beaucoup d'autres métiers avec autant de tâches à traiter en parrallèle.
Les jeunes sont pas dupes et voir les enseignants chercheurs et leurs emplois du temps surchargés courir après le temps est moins attirant.",-3.0,"j'ai fait un burn out il y a 3 ans, le retour est très complexe, impossibilité de proposer des aménagements convenables. je suis donc à mi-temps thérapeutique. si j'avais répondu il y a 3 ans à votre formulaire c'était surcharge sur tout, avec trop d'administratif, trop d'heures sup, trop de politique et de responsabilités  je pense que ce double métier est épuisant pour tous ceux qui se sentent un minimum concerné. 
Je ne crois pas qu'il y ait beaucoup d'autres métiers avec autant de tâches à traiter en parrallèle.
Les jeunes sont pas dupes et voir les enseignants chercheurs et leurs emplois du temps surchargés courir après le temps est moins attirant.",-8
16070983,,,"Je déplore une augmentation des étudiants avec un manque crucial d'enseignants (supports de postes suite à des départs à la retraite non pourvus), d'administratifs (secrétaires) et de techniciens ",0.0,"Activité de recherche complexe à développer compte-rendu des faibles moyens dont nous disposons au laboratoire (manque de secrétaires, techniciens, ingénieurs) et des lourdes charges administratives et d’enseignement ",1.0,"Ce métier dans les conditions qui sont les miennes me donne de plus en plus envie d'en changer, car les conditions dans mon université se dégradent fortement depuis mon recrutement et il me laisse de moins en moins de temps pour profiter de mes enfants en bas âge !  Depuis que j'ai pris des responsabilités administratives et pédagogiques, j'ai beaucoup de mal à dégager du temps pour la recherche, car je trouve que depuis le Covid notamment, on nous demande sans cesse de nous adapter aux changements (nouvelles modalités de candidatures des étudiants, demande de justifications en tout sens pour l'alternance, les recrutements en CDD, ...)",0.0,"Je déplore une augmentation des étudiants avec un manque crucial d'enseignants (supports de postes suite à des départs à la retraite non pourvus), d'administratifs (secrétaires) et de techniciens  Activité de recherche complexe à développer compte-rendu des faibles moyens dont nous disposons au laboratoire (manque de secrétaires, techniciens, ingénieurs) et des lourdes charges administratives et d’enseignement  Ce métier dans les conditions qui sont les miennes me donne de plus en plus envie d'en changer, car les conditions dans mon université se dégradent fortement depuis mon recrutement et il me laisse de moins en moins de temps pour profiter de mes enfants en bas âge !  Depuis que j'ai pris des responsabilités administratives et pédagogiques, j'ai beaucoup de mal à dégager du temps pour la recherche, car je trouve que depuis le Covid notamment, on nous demande sans cesse de nous adapter aux changements (nouvelles modalités de candidatures des étudiants, demande de justifications en tout sens pour l'alternance, les recrutements en CDD, ...)",1
16081440,,,"Je suis en charge de la prépa intégrée polytech sophia, beaucoup d'administration. Quand j'étais responsable pédagogique (promo 120), idem. Nous n'avons plus le temps de parler pédagogie, plus de relation avec l'équipe enseignante car prepa pluridisciplinaire et chercheurs pas sur place. Encore plus compliqué depuis COVID, beaucoup de télé-travail (que je pratique moi aussi). Difficulté pour faire travailler les élèves, et s'adapter aux réformes du bac. Quand on prend des responsabilités pédagogiques, l'intérêt est de pouvoir faire évoluer les programmes, avoir l'impression de faire un travail de fond. Mais on fait seulement de l'administration...",-1.0,"J'ai eu la chance de faire de la recherche en m'insérant dans des équipes où je pouvais faire le travail de ""grattage"" en collaborant avec des collègues qui géraient les contrats et projets. J'ai donc eu seulement la partie plaisir (formalisation, implémentation, ...). Actuellement, je ne trouve plus assez de temps. Il faut pouvoir se dégager au moins 1/2 journée à 100% sinon impossible d'être efficace.",1.0,"J'ai choisi ce métier (il y a longtemps) pour sa liberté: créer des projets en enseignement (par exemple, j'ai animé longtemps un projet sur la déficience visuelle, avec des collègues d'autres disciplines), changer de sujet de recherche, changer d'enseignements? et surtout apprendre de nouvelles choses, pourvoir être curieux. Tout cela s'est petit à petit refermé, de plus en plus de contraintes en recherche (course aux publis quid du temps de découverte / apprentissage), en enseignement, trop d'admin, et surtout des directives qui arrivent sans aucune concertation, sans se préoccuper du fait que cela soit implémentable ou non, et sans aucun moyens. ",2.0,"Je suis en charge de la prépa intégrée polytech sophia, beaucoup d'administration. Quand j'étais responsable pédagogique (promo 120), idem. Nous n'avons plus le temps de parler pédagogie, plus de relation avec l'équipe enseignante car prepa pluridisciplinaire et chercheurs pas sur place. Encore plus compliqué depuis COVID, beaucoup de télé-travail (que je pratique moi aussi). Difficulté pour faire travailler les élèves, et s'adapter aux réformes du bac. Quand on prend des responsabilités pédagogiques, l'intérêt est de pouvoir faire évoluer les programmes, avoir l'impression de faire un travail de fond. Mais on fait seulement de l'administration... J'ai eu la chance de faire de la recherche en m'insérant dans des équipes où je pouvais faire le travail de ""grattage"" en collaborant avec des collègues qui géraient les contrats et projets. J'ai donc eu seulement la partie plaisir (formalisation, implémentation, ...). Actuellement, je ne trouve plus assez de temps. Il faut pouvoir se dégager au moins 1/2 journée à 100% sinon impossible d'être efficace. J'ai choisi ce métier (il y a longtemps) pour sa liberté: créer des projets en enseignement (par exemple, j'ai animé longtemps un projet sur la déficience visuelle, avec des collègues d'autres disciplines), changer de sujet de recherche, changer d'enseignements? et surtout apprendre de nouvelles choses, pourvoir être curieux. Tout cela s'est petit à petit refermé, de plus en plus de contraintes en recherche (course aux publis quid du temps de découverte / apprentissage), en enseignement, trop d'admin, et surtout des directives qui arrivent sans aucune concertation, sans se préoccuper du fait que cela soit implémentable ou non, et sans aucun moyens. ",2
16085518,,,"le nombre d'étudiants pas groupe de TD et TP est fixé, donc optimal. Par contre, parfois pas assez d'intervenants donc on jongle entre plusieurs salles de TPs. Cela n'a pas été le cas pour moi cette année, mais cela arrive encore bcp dans les UEs de L1.",-3.0,"pour information, cela fait plusieurs années que j'ai abandonné le fait de répondre à des appels à projets qui étaient toujours bien notés, mais qui ne passent pas. Cela démotive énormément. On avait mis 5 ans à faire passer une ANR qui était toujours bien accueillie mais non.. Je rêve du fait que les appels à projets disparaissent et qu'on nous donne la possibilité de faire réellement de la recherche. J'ai passé mon début de carrières à perdre du temps à répondre à ces appels. Et là avec qqs collègues nous essayons d'avancer sans projets mais cela avance moins vite que d'avoir des doctorants ou ingénieur, etc. C'est décourageant et c'est un gaspillage d'argent public à mon sens (temps de montage de projets, temps d'évaluation, démotivation des personnes, projets qui s'arrêtent au bout de 3 ans mais pas fini, etc.) ",-1.0,"Ayant eu la PEDR en 2020, je ne suis pas concernée par la RIPEC pour le moment.

Les conditions pour faire de la recherche sont déplorables. En plus de ce que j'ai dit sur les appels à projets, il est difficile de sortir du temps entre les enseignements, les tâches administratives, les dossiers à effectuer. (c'est vrai qu'on ne compte pas les heures, donc peut être mal répondu aux questions sur le temps passé en charges administratives). Mais dans les fait, il faut choisir entre refaire son enseignement et avancer dans sa recherche, donc selon les années, c'est l'un au détriment de l'autre.

Nous n'avons pas non plus du temps pour lire correctement l'état de l'art en recherche, ou suivre des formations en enseignements. 

L'idéal : diminuer le nb d'heures d'enseignements (et encore, pour ma part je limite les heures supplémentaires mais grâce à des collègues qui en font énormément), valoriser les charges administratives, faire en sorte que les MCU fassent plus de CM et de cours en Master..., permettre d'obtenir régulièrement des financements de thèse sans répondre à des appels à projets, avoir des ingénieurs pour finaliser nos travaux de recherche  afin de les valoriser, faire tourner les responsabilités",3.0,"le nombre d'étudiants pas groupe de TD et TP est fixé, donc optimal. Par contre, parfois pas assez d'intervenants donc on jongle entre plusieurs salles de TPs. Cela n'a pas été le cas pour moi cette année, mais cela arrive encore bcp dans les UEs de L1. pour information, cela fait plusieurs années que j'ai abandonné le fait de répondre à des appels à projets qui étaient toujours bien notés, mais qui ne passent pas. Cela démotive énormément. On avait mis 5 ans à faire passer une ANR qui était toujours bien accueillie mais non.. Je rêve du fait que les appels à projets disparaissent et qu'on nous donne la possibilité de faire réellement de la recherche. J'ai passé mon début de carrières à perdre du temps à répondre à ces appels. Et là avec qqs collègues nous essayons d'avancer sans projets mais cela avance moins vite que d'avoir des doctorants ou ingénieur, etc. C'est décourageant et c'est un gaspillage d'argent public à mon sens (temps de montage de projets, temps d'évaluation, démotivation des personnes, projets qui s'arrêtent au bout de 3 ans mais pas fini, etc.)  Ayant eu la PEDR en 2020, je ne suis pas concernée par la RIPEC pour le moment.

Les conditions pour faire de la recherche sont déplorables. En plus de ce que j'ai dit sur les appels à projets, il est difficile de sortir du temps entre les enseignements, les tâches administratives, les dossiers à effectuer. (c'est vrai qu'on ne compte pas les heures, donc peut être mal répondu aux questions sur le temps passé en charges administratives). Mais dans les fait, il faut choisir entre refaire son enseignement et avancer dans sa recherche, donc selon les années, c'est l'un au détriment de l'autre.

Nous n'avons pas non plus du temps pour lire correctement l'état de l'art en recherche, ou suivre des formations en enseignements. 

L'idéal : diminuer le nb d'heures d'enseignements (et encore, pour ma part je limite les heures supplémentaires mais grâce à des collègues qui en font énormément), valoriser les charges administratives, faire en sorte que les MCU fassent plus de CM et de cours en Master..., permettre d'obtenir régulièrement des financements de thèse sans répondre à des appels à projets, avoir des ingénieurs pour finaliser nos travaux de recherche  afin de les valoriser, faire tourner les responsabilités",-1
16086275,,,"Il y a des années où nous sommes en sous-effectifs de permanents et on se retrouve surchargés en encadrement (stages, alternances) et en cours non-rentables pour les vacataires (avec un volume horaire faible).",0.0,,,"Je trouve qu'il y a trop d'administratif, et que le travail de recherche ne paye pas assez. Je ne comprends pas les décisions des primes PEDR ou RIPEC, j'ai vraiment l'impression d'un système obscur. Je préfèrerai largement un système à la chinoise, où on reçoit une prime en fonction de ses publications (e.g., 1000€ par publi internationale de qualité en tant que premier auteur). Une grille de primes claire permettrait d'avoir des objectifs clairs. ça permettrait d'avoir des objectifs annuels et surtout de comprendre les décisions.  ",-2.0,"Il y a des années où nous sommes en sous-effectifs de permanents et on se retrouve surchargés en encadrement (stages, alternances) et en cours non-rentables pour les vacataires (avec un volume horaire faible). Je trouve qu'il y a trop d'administratif, et que le travail de recherche ne paye pas assez. Je ne comprends pas les décisions des primes PEDR ou RIPEC, j'ai vraiment l'impression d'un système obscur. Je préfèrerai largement un système à la chinoise, où on reçoit une prime en fonction de ses publications (e.g., 1000€ par publi internationale de qualité en tant que premier auteur). Une grille de primes claire permettrait d'avoir des objectifs clairs. ça permettrait d'avoir des objectifs annuels et surtout de comprendre les décisions.  ",-2
16090958,,,Le contact humain avec le personnel de support est très bon. Le problème est leur manque en nombre et en capitalisation de compétence (trop de turn over).,0.0,Contact humain excellent avec les équipes de support à la recherche. Le problème est leur nombre très insuffisant pour venir en support efficace à la charge déjà lourde travail des chercheurs. Il vaut mieux un chercheur qui passe une heure à échanger avec des industriels que une heure à remplir des feuilles de temps ...,-2.0,"Notre métier est passionnant, mais les conditions se sont sérieusement dégradées : plus d'attentes, moins de support, perte inadmissible de pouvoir d'achat, perte de considération des instances. Je ne comprends pas que l'on investisse sur des enseignants chercheurs pointus et de qualité et que l'on se permette de leur faire perdre des heures/jours à faire des tâches comme remplir des feuilles de temps, faire des emplois du temps aux contraintes complexes, etc. Bref, beau métier en soit, mais aujourd'hui, les conditions sont devenues déplorables.",-3.0,"Le contact humain avec le personnel de support est très bon. Le problème est leur manque en nombre et en capitalisation de compétence (trop de turn over). Contact humain excellent avec les équipes de support à la recherche. Le problème est leur nombre très insuffisant pour venir en support efficace à la charge déjà lourde travail des chercheurs. Il vaut mieux un chercheur qui passe une heure à échanger avec des industriels que une heure à remplir des feuilles de temps ... Notre métier est passionnant, mais les conditions se sont sérieusement dégradées : plus d'attentes, moins de support, perte inadmissible de pouvoir d'achat, perte de considération des instances. Je ne comprends pas que l'on investisse sur des enseignants chercheurs pointus et de qualité et que l'on se permette de leur faire perdre des heures/jours à faire des tâches comme remplir des feuilles de temps, faire des emplois du temps aux contraintes complexes, etc. Bref, beau métier en soit, mais aujourd'hui, les conditions sont devenues déplorables.",-5
16117375,,,Je fais partie des enseignants ayant perdu une part de rémunération significative suite à la suppression de l’indemnité différentielle SMIC par la DRFIP.,-1.0,,,"Rémunération basse, conditions de travail parfois difficiles en enseignement avec l'augmentation des ingérences ministérielles et du volume d'étudiants. C'est un beau métier, mais mieux vaut avoir compris dans quoi on s'embarque.",0.0,"Je fais partie des enseignants ayant perdu une part de rémunération significative suite à la suppression de l’indemnité différentielle SMIC par la DRFIP. Rémunération basse, conditions de travail parfois difficiles en enseignement avec l'augmentation des ingérences ministérielles et du volume d'étudiants. C'est un beau métier, mais mieux vaut avoir compris dans quoi on s'embarque.",-1
16164005,,,Je suis un enseignant plutôt heureux et privilégié.,0.0,"La compétition et l'innovation tuent la recherche. On est passé de 0% compétitif à 100% de financement compétitif ; c'est ridicule. La bonne vieille recette 80% au prorata des tailles (où de l'activité de recherche) et 20% en compétition serait bien plus efficace. 
La recherche, c'est être pointu. Pour évaluer,  soit je suis non-compétant (pas assez pointu) soit en conflit d'intérêt. Bref, l'évaluation se réduit à la qualité (bientôt esthétique) du dossier. Où est la science ?",0.0,"Je pense le métier toujours passionnant. 
Il y a plusieurs équilibres à trouver, dépendant de chacun. L'équilibre E/R/A évolue avec le temps, les envies, les opportunités (idées)... Il n'y a pas d'équilibre idéal. (Attention à vouloir être gouverné par les nombres)
Transmettre aux étudiants reste un défi permanent. Mais quel plaisir quand l'idée est passée.
La pression de la compétition en recherche est trop forte et induit de l'inefficacité, des frustrations, des baisses de solidarité au sein d'équipes d'enseignants-chercheurs. 
Mon bonheur a consisté à ne pas se faire trop happé par cette frénésie...",-3.0,"Je suis un enseignant plutôt heureux et privilégié. La compétition et l'innovation tuent la recherche. On est passé de 0% compétitif à 100% de financement compétitif ; c'est ridicule. La bonne vieille recette 80% au prorata des tailles (où de l'activité de recherche) et 20% en compétition serait bien plus efficace. 
La recherche, c'est être pointu. Pour évaluer,  soit je suis non-compétant (pas assez pointu) soit en conflit d'intérêt. Bref, l'évaluation se réduit à la qualité (bientôt esthétique) du dossier. Où est la science ? Je pense le métier toujours passionnant. 
Il y a plusieurs équilibres à trouver, dépendant de chacun. L'équilibre E/R/A évolue avec le temps, les envies, les opportunités (idées)... Il n'y a pas d'équilibre idéal. (Attention à vouloir être gouverné par les nombres)
Transmettre aux étudiants reste un défi permanent. Mais quel plaisir quand l'idée est passée.
La pression de la compétition en recherche est trop forte et induit de l'inefficacité, des frustrations, des baisses de solidarité au sein d'équipes d'enseignants-chercheurs. 
Mon bonheur a consisté à ne pas se faire trop happé par cette frénésie...",-3
16188507,,,la fatigue commence à gagner,-1.0,pas assez de temps ,-1.0,"pas assez de postes de professeurs, on est bloqués en MCF
métier pas assez valorisé, rémunéré
trop d'heures d'enseignement par rapport aux autres pays européens
manque de moyen humain pour travailler
trop de CDD par rapport aux CDI 
il manque la question des salaires
de l'équité femme-homme -> un gris souci non réglé !
les femmes ont bien trop de charges par rapport aux hommes à cause des quotas, cela est contre productif pour nous les femmes
",-6.0,"la fatigue commence à gagner pas assez de temps  pas assez de postes de professeurs, on est bloqués en MCF
métier pas assez valorisé, rémunéré
trop d'heures d'enseignement par rapport aux autres pays européens
manque de moyen humain pour travailler
trop de CDD par rapport aux CDI 
il manque la question des salaires
de l'équité femme-homme -> un gris souci non réglé !
les femmes ont bien trop de charges par rapport aux hommes à cause des quotas, cela est contre productif pour nous les femmes
",-8
16373981,,,Je suis en fin de carrière et mon investissement en pédagogie est moindre.,0.0,Il a fallu faire un choix de répartition entre implication en recherche et implication en pédagogie,1.0,"Le métier est intéressant. Toutefois, il y a de nos jours de nombreux soucis.
   - les conditions pour obtenir un poste d'enseignant/chercheur actuellement sont telles que c'est un chemin bien perilleux.
   - le déclassement des laboratoires et de leurs chercheurs pose question
   - l'évolution des modalités d'enseignement me font me demander si cette activité aura encore un sens pour des chercheurs dans quelques années
",0.0,"Je suis en fin de carrière et mon investissement en pédagogie est moindre. Il a fallu faire un choix de répartition entre implication en recherche et implication en pédagogie Le métier est intéressant. Toutefois, il y a de nos jours de nombreux soucis.
   - les conditions pour obtenir un poste d'enseignant/chercheur actuellement sont telles que c'est un chemin bien perilleux.
   - le déclassement des laboratoires et de leurs chercheurs pose question
   - l'évolution des modalités d'enseignement me font me demander si cette activité aura encore un sens pour des chercheurs dans quelques années
",1
16374158,,,"Perte de sens dans mon travail : responsable de L1 informatique, j'accueille chaque année 2/3 d'étudiants qui savent qu'ils n'ont pas les compétences pour réussir chez moi, mais la licence est considérée par l'ensemble de la société comme la solution pour masquer la misère du monde. J'accueille des étudiants dont la place serait en BTS ou en IUT, qui rêveraient d'y aller, et qui vont rester en échec 2,3, 4 ans en L1 avant de renoncer à tout espoir d'études professionnelles.",-2.0,"Je ne partage pas le modèle d'évaluation et de valorisation de la recherche que la communauté scientifique s'est imposée à elle même. L'avènement du deep learning change par ailleurs une forte partie de ma communauté de recherche en ingénieur prenant des outils sur l'étagère.

Je n'ai pas réduit mon activité purement scientifique, mais celle d'environnement de la recherche, oui. ",1.0,"* je ne participe pas à la demande de RIPEC, étant opposé au lean management
",-1.0,"Perte de sens dans mon travail : responsable de L1 informatique, j'accueille chaque année 2/3 d'étudiants qui savent qu'ils n'ont pas les compétences pour réussir chez moi, mais la licence est considérée par l'ensemble de la société comme la solution pour masquer la misère du monde. J'accueille des étudiants dont la place serait en BTS ou en IUT, qui rêveraient d'y aller, et qui vont rester en échec 2,3, 4 ans en L1 avant de renoncer à tout espoir d'études professionnelles. Je ne partage pas le modèle d'évaluation et de valorisation de la recherche que la communauté scientifique s'est imposée à elle même. L'avènement du deep learning change par ailleurs une forte partie de ma communauté de recherche en ingénieur prenant des outils sur l'étagère.

Je n'ai pas réduit mon activité purement scientifique, mais celle d'environnement de la recherche, oui.  * je ne participe pas à la demande de RIPEC, étant opposé au lean management
",-2
16374940,,,"L'enseignement n'est pas le problème, les tâches administratives le sont",-1.0,"Comme pour l'enseignement, le problème n'est pas l'activité de recherche, mais toutes les contraintes autour (tâches administratives, réponses à appel à projets etc...)",-1.0,,,"L'enseignement n'est pas le problème, les tâches administratives le sont Comme pour l'enseignement, le problème n'est pas l'activité de recherche, mais toutes les contraintes autour (tâches administratives, réponses à appel à projets etc...)",-2
16395311,,,"on vient de m'expliquer que 450h par an pendant 3 ans, la direction d'une année d'étude, la gestion des edt+1 papiers ca servait a rien pour avoir un poste. si c'est pas de la degradation de condition de travail ca...y a aucune reconnaissance pour le travail d'enseignement/administratif, ca ecoeure.",-2.0,"Un professeur pendant mes études m'a dit qu'un chercheur qui faisait 12 papiers dans l'année c'était une mitraillette, et que c'était mal vu. Maintenant....",0.0,"J'ai passé 5 ans a l'étranger, et quand je suis revenu, j'ai vu une profonde dégradation du métier d'enseignant chercheur globalement, au niveau des salaires, des conditions de travail, et de la pérennisation des équipes. l",0.0,"on vient de m'expliquer que 450h par an pendant 3 ans, la direction d'une année d'étude, la gestion des edt+1 papiers ca servait a rien pour avoir un poste. si c'est pas de la degradation de condition de travail ca...y a aucune reconnaissance pour le travail d'enseignement/administratif, ca ecoeure. Un professeur pendant mes études m'a dit qu'un chercheur qui faisait 12 papiers dans l'année c'était une mitraillette, et que c'était mal vu. Maintenant.... J'ai passé 5 ans a l'étranger, et quand je suis revenu, j'ai vu une profonde dégradation du métier d'enseignant chercheur globalement, au niveau des salaires, des conditions de travail, et de la pérennisation des équipes. l",-2
16403000,,,Je n'enseigne que dans des formations marginales à mes travaux de recherches qui sous-tendent de nombreux stages non pourvus ces dernières années.  ,0.0,,,"Les compétences en informatique sont très recherchées sur le marché du travail. Le facteur ""fiche de salaire"" témoigne dans cette discipline (comme dans peu d'autres) une nécessaire dévotion. Quand de surcroît se juxtaposent des activités administratives stupides (refaire les mêmes tâches, freins en tout genre...) ce peut rapidement être démoralisant. ",0.0,"Je n'enseigne que dans des formations marginales à mes travaux de recherches qui sous-tendent de nombreux stages non pourvus ces dernières années.   Les compétences en informatique sont très recherchées sur le marché du travail. Le facteur ""fiche de salaire"" témoigne dans cette discipline (comme dans peu d'autres) une nécessaire dévotion. Quand de surcroît se juxtaposent des activités administratives stupides (refaire les mêmes tâches, freins en tout genre...) ce peut rapidement être démoralisant. ",0
16407883,,,On enseigne trop et l’un des deux entre la qualité de recherche ou des enseignements en pâti. Faire 400 heures de cours sans investissement ni évolution annuelle est plus intéressant financièrement que de monter en grade…,0.0,,,Les charges “administratives” les plus perverses sont celles dont on ne parle jamais. Partir en mission et se faire rembourser devient un cauchemard. Idem montage projet. J’ai remarqué beaucoup de jeunes qui abandonnent ou partent à l’étranger ou les conditions sont meilleures et les salaires plus élevés. Finalement nous n’avons que peu de reconnaissance et ça démotive certains,-2.0,On enseigne trop et l’un des deux entre la qualité de recherche ou des enseignements en pâti. Faire 400 heures de cours sans investissement ni évolution annuelle est plus intéressant financièrement que de monter en grade… Les charges “administratives” les plus perverses sont celles dont on ne parle jamais. Partir en mission et se faire rembourser devient un cauchemard. Idem montage projet. J’ai remarqué beaucoup de jeunes qui abandonnent ou partent à l’étranger ou les conditions sont meilleures et les salaires plus élevés. Finalement nous n’avons que peu de reconnaissance et ça démotive certains,-2
16535037,,,"activité chronophage récurrente non reconnue : mettre en place puis maintenir à jour un TP d'informatique sur des technologies récentes telles Kubernetes par exemple demande beaucoup plus d'efforts que ressortir le même TD chaque année sur le tri à bulle ! Pourtant ça ""pèse"" moins dans le service...",2.0,"trop de charge d'enseignement (même si officiellement je n'explose pas en heures sup), labo trop éloigné de mon centre d'enseignement, difficulté à trouver des bons stagiaires/doctorants/post-doctorants, de l'argent pour du matériel mais pas pour avoir des ingénieurs, ""collègue"" harceleur promu, sensation de ne pas contribuer à la société (on produit beaucoup de vent, des papiers que personne n'utilisera jamais, le gaspillage d'argent public est impressionnant) ... -> démotivation pour la recherche ",-5.0,,,"activité chronophage récurrente non reconnue : mettre en place puis maintenir à jour un TP d'informatique sur des technologies récentes telles Kubernetes par exemple demande beaucoup plus d'efforts que ressortir le même TD chaque année sur le tri à bulle ! Pourtant ça ""pèse"" moins dans le service... trop de charge d'enseignement (même si officiellement je n'explose pas en heures sup), labo trop éloigné de mon centre d'enseignement, difficulté à trouver des bons stagiaires/doctorants/post-doctorants, de l'argent pour du matériel mais pas pour avoir des ingénieurs, ""collègue"" harceleur promu, sensation de ne pas contribuer à la société (on produit beaucoup de vent, des papiers que personne n'utilisera jamais, le gaspillage d'argent public est impressionnant) ... -> démotivation pour la recherche ",-3
16535155,,,Je suis en délégation CNRS cette année,0.0,,,Sur le fond le métier est passionnant mais en pratique c'est souvent les taches administratives qui passent avant la recherche et c'est très frustrant.,2.0,Je suis en délégation CNRS cette année Sur le fond le métier est passionnant mais en pratique c'est souvent les taches administratives qui passent avant la recherche et c'est très frustrant.,2
16535983,,,"Accroissement absurde des rigidités réglementaires (MECC, nb d'évaluations, directives HCERES, etc.)
Beaucoup trop d'enseignement et pas assez de support adm",-3.0,"Impossible d'assumer de front les contraintes liées à l'enseignement (volume, etc.) et une activité de recherche significative",1.0,"Comment conseiller à un jeune de s'investir au delà du raisonnable dans un métier aussi mal payé en comparaison avec ce qu'on peut gagner ailleurs, et avec aussi peu de reconnaissance.",-1.0,"Accroissement absurde des rigidités réglementaires (MECC, nb d'évaluations, directives HCERES, etc.)
Beaucoup trop d'enseignement et pas assez de support adm Impossible d'assumer de front les contraintes liées à l'enseignement (volume, etc.) et une activité de recherche significative Comment conseiller à un jeune de s'investir au delà du raisonnable dans un métier aussi mal payé en comparaison avec ce qu'on peut gagner ailleurs, et avec aussi peu de reconnaissance.",-3
16536362,,,Plus d'assistance dans les tâches de gestion serait appréciable.,0.0,,,,,Plus d'assistance dans les tâches de gestion serait appréciable.,0
16536755,,,J'aime toujours enseigner mais pas dans toutes les conditions (les cours en promotion entière en première année postbac sont de plus en plus difficiles),-1.0,,,,,J'aime toujours enseigner mais pas dans toutes les conditions (les cours en promotion entière en première année postbac sont de plus en plus difficiles),-1
16536816,,,Les quantités d'évaluations (contrôle continu avec 5 épreuves minimum par matière) sont extrêmement chronophages,0.0,,,Le métier est toujours intéressant. Mais les charges administratives et le manque de moyens rendent difficile l'épanouissement en enseignement et en recherche.,0.0,Les quantités d'évaluations (contrôle continu avec 5 épreuves minimum par matière) sont extrêmement chronophages Le métier est toujours intéressant. Mais les charges administratives et le manque de moyens rendent difficile l'épanouissement en enseignement et en recherche.,0
